11.39721,43.95027,5007032,Borgo S.Lorenzo2,50,
11.39933,43.95000,5007032,Borgo S.Lorenzo,50,
11.41631,43.93304,5007033,SP4 Sagginale,50,
11.42158,43.94339,6007032,SP 55 Mattagnano1,60,
11.42565,43.94329,6007033,SS55 mattagnano2,60,
11.43277,44.00600,5007041,SS30 ronta,50,
11.44800,43.93558,5007032,SS55 vicchio3,50,
11.45605,43.93411,5007032,SS55 vicchio2,50,
7.57687,45.05251,7008101,Traffipax Fisso,70,
7.57747,45.05262,7008101,Traffipax Fisso,70,
7.59718,45.07360,5007121,Traffipax dir Torino,50,
7.59760,45.07361,5007121,Traffipax dir Collegno,50,
7.68722,45.04806,5009012,SICVE bidirezionale,50,
8.04099,44.86579,5,Autovelox Fisso - Altri Enti,50,
8.05534,44.81141,7,Autovelox Fisso - Vigili U.,70,
8.06236,44.86017,5,Autobox Fisso - Vigili U.,50,
8.23110,44.11412,5007020,Borghetto Santo Spirito,50,
8.28329,44.15561,5008043,Autovelox Fisso Vigili U.,50,
8.30855,44.15756,5007091,Autovelox Fisso Vigili U.,50,
8.33278,44.33691,5007091,cabinetta grigia,50,
8.48850,45.07294,7007100,statale 3 direz.Alessandria,70,
8.53736,44.78266,7007100,Traffipax Fisso Vigili U.,70,
8.64080,44.98894,9007100,Traffipax Fisso Pol.Prov.,90,
8.65423,44.94218,7007102,autovelox,70,
8.68070,44.69230,7007100,due traffipax opposti,70,
8.73770,44.43571,8007040,Fisso A26m,80,
8.73777,44.42525,8,Autobox Fisso - Polstrada,80,
9.65963,44.27467,7008031,direz Sesta G.,70,
9.66083,44.27722,7008031,direz La Spezia,70,
9.56464,44.29991,5008092,autovelox,50,
9.56658,44.30530,5008092,autovelox,50,
9.59554,44.37786,5,Fisso Municipio,50,
9.04548,44.39292,8007050,A1 dir Genova,80,
8.94424,44.54997,10007100,dopo galleria,100,
8.95008,44.56779,10007100,Autovelox Fisso Polstrada,100,
8.86148,44.70943,5007100,due autovelox opposti,50,
8.85657,44.72475,5007102,autovelox,50,
8.85260,44.73187,5007100,Traffipax,50,
8.84896,44.75188,7007100,Traffipax,70,
8.80659,44.76230,9008020,Traffipax Fisso Vigili U,90,
8.80672,44.76231,9008020,Traffipax Fisso Vigili U,90,
8.80268,44.89252,7007102,traffipax,70,
8.80471,44.89264,7007102,SS1 Alessandria-Tortona,70,
8.82674,44.93388,7007100,Traffipax Fisso Pol.Prov.,70,
9.13391,45.06936,7009062,Traffipax Fisso,70,
9.13403,45.06937,7009062,Traffipax Fisso,70,
8.80153,45.08885,5,Traffipax Fisso Pol.Prov.ss21,50,
9.97230,44.06391,5009052,Bidirezionale,50,
9.98900,44.06969,7007032,SP21,70,
9.96443,44.07115,5008062,Autovelox Fisso Vigili U.,50,
10.09514,44.07440,5007021,Via Don Minzoni,50,
9.98213,44.07843,7007032,SP21,70,
9.96175,44.07903,5009071,Autovelox,50,
9.88595,44.12519,5008100,Autovelox Fisso,50,
9.93693,44.13506,5007021,dir.Nord,50,
9.93630,44.13531,5007021,dir.Sud,50,
9.93031,44.13940,5007021,dir.Nord,50,
9.92944,44.13972,5007021,dir.Sud,50,
9.91688,44.15872,5007021,dir.Sud,50,
9.88000,44.16250,5008092,Autovelox Fisso,50,
9.86285,44.16281,5007021,fisso dir nord,50,
9.85682,44.16980,5007021,fisso dir sud,50,
9.86439,44.18185,5007021,bidirezionale,50,
9.76773,44.19240,5007092,Autovelox Fisso,50,
9.85954,44.19366,5007022,bidirezionale,50,
9.76778,44.19639,5007030,direz La Spezia,50,
10.05429,44.20054,5007050,bidirezionale,50,
9.84245,44.20066,5008110,bidirezionale,50,
9.72631,44.22197,5008092,Autovelox fisso,50,
9.71801,44.22735,5008082,Autovelox Fisso,50,
9.96549,44.22825,5007021,SS6 bidirezionale,50,
9.94929,44.28460,5009052,Bidirezionale,50,
9.94878,44.28958,5007021,SS6 bidirezionale,50,
9.90747,44.34939,5008101,Bidirezionale,50,
9.89990,44.35995,5007021,SS6 Localita'Santa Giustina,50,
9.88210,44.36719,5007021,Via Groppomontone,50,
9.88344,44.39101,5008101,Fisso dir Spezia,50,
9.85770,44.84422,9,Autobox Fisso - Vigili U.,90,
9.85731,44.84437,9,Autobox Fisso - Vigili U.,90,
10.02398,44.84678,9007031,SP35 dir Fidenza,90,
10.04049,44.85578,9007031,SP35 dir Salsomaggiore,90,
9.90210,44.86970,9,Autobox Fisso - Vigili U.,90,
9.90264,44.86984,9,Autobox Fisso - Vigili U.,90,
9.87691,44.86996,9,Autobox Fisso - Vigili U.,90,
9.87289,44.95095,9008063,Autovelox dir PC,90,
9.87154,44.95155,9008063,Autovelox dir PR,90,
7.63035,45.09441,7007031,Sicve bidirezionale,70,
7.64395,45.11514,7007031,direz stadio,70,
7.60743,45.11546,5009032,Autobox Fisso,50,
8.85528,45.11667,7007030,SP193bis ingresso ferrera,70,
8.25492,45.11825,9,Traffipax Fisso Altri Enti,90,
7.64396,45.12015,7007031,spartitraffico dir Venaria,70,
7.64023,45.12468,5007081,traffipax,50,
7.63912,45.12550,5007081,Traffipax Fisso Vigili U.,50,
9.12174,45.27530,7,Red-and-Speed Fisso - Altri Enti,70,
7.89219,45.28788,5,Traffipax Fisso Vigili U.,50,
8.49570,45.31512,7007093,Autovelox fisso,70,
9.10937,45.40914,9007050,Tangenziale Ovest,90,
9.09654,45.41355,9007040,A5 Tang Ovest Buccinasco,90,
9.12597,45.42794,5007090,traffipax,50,
9.11880,45.43685,5007082,traffipax,50,
7.88751,45.45290,9008031,Traffipax Fisso,90,
9.12744,45.45883,5007121,Traffipax Fisso Vigili U,50,
9.12803,45.45921,5007093,Traffipax Fisso Vigili U,50,
9.07818,45.46897,90070401Tang Ovest Quinto Romano,90,
7.78812,45.59295,11008101,T-redspeed in parete dir TO,110,
7.78815,45.59322,11008101,T-redspeed in parete dir AO,110,
8.41854,45.79102,7008022,fisso dir sud,70,
8.41880,45.79090,7008022,fisso dir nord,70,
8.67668,45.79087,9007070,direzione besozzo,90,
8.67766,45.76322,9007081,Autovelox Fisso Comabbio,90,
8.67770,45.78922,90070811,direzione Vergiate,90,
8.67785,46.02192,6007071,SS34,60,
8.70651,45.97651,5,Autovelox Fisso Vigili U.,50,
8.71231,45.60271,11,autobox,110,
8.74882,45.64659,9009061,autobox fisso,90,
8.84200,45.72468,5009052,Autovelox Fisso,50,
8.91566,45.72070,5009052,Autobox Fisso,50,
8.93919,45.58839,5007120,Autovelox fisso dir Sud,50,
8.94847,45.58224,5007120,Autovelox Fisso dir N,50,
9.00768,45.57702,8008021,Autovelox,80,
9.05831,45.81575,10,Autobox Fisso Polstrada,100,
9.06628,45.50246,9007050,Tangenziale Ovest Cerchiate,90,
9.11101,45.66502,5,Traffipax Fisso - Vigili U.,50,
9.11936,45.47286,5007121,traffipax,50,
9.13669,45.15859,5007112,Autovelox,50,
9.69885,45.21651,5007112,autovelox,50,
9.23081,45.23763,5007091,Autovelox Fisso Altri Enti,50,
9.22316,45.38803,9007050,Tang.MI-direz.Laghi,90,
9.18274,45.38926,9007040,A50/E3 direzione Linate,90,
9.83452,45.43713,9,Autovelox Fisso Vigili U.,90,
9.18797,45.43747,5007121,Traffipax,50,
9.83262,45.44006,9,Autovelox Fisso Vigili U.,90,
9.68978,45.47969,7008111,Autobox Fisso,70,
9.69015,45.47984,7008111,Autobox Fisso,70,
9.14491,45.48557,7007092,Traffipax,70,
9.14471,45.48581,7007092,Traffipax,70,
9.15033,45.48913,7007092,Traffipax,70,
9.15021,45.48946,7007092,Traffipax,70,
9.15580,45.49270,7007092,Traffipax,70,
9.15549,45.49291,7007092,Traffipax,70,
9.25688,45.50298,9007093,autovelox fisso,90,
9.13963,45.51911,5008032,Via Amoretti dir.periferia,50,
9.14179,45.51942,5008012,traffipax dir.centro,50,
9.15649,45.52210,5007071,traffipax,50,
9.15675,45.52223,5007071,traffipax,50,
