10.35632,43.69512,[VM] vvuu pisa,
10.43521,43.69678,[70] Treppiede Mobile Altri Enti,70,
10.46010,43.70679,[40] Treppiede VVUU,40,
10.44421,43.71532,[50] Telelaser Mobile VVUU,50,
10.46582,43.72338,[50] Telelaser Mobile Carabinieri,50,
10.44619,43.72648,[50] Telelaser Mobile - Vigili U.,50,
10.43251,43.72716,[VM] su autovettura,
10.39194,43.73358,[50] Telelaser vicino rif.Metano Dir Pisa,50,
10.40083,43.73674,[VM] VVUU con Telelaser,
10.41306,43.73889,[50] Telelaser Mobile VVUU,50,
10.40332,43.74578,[VM] nascosto tra abitazioni,
10.35915,43.75147,[50] Telelaser Mobile Vigili U.,50,
10.38775,43.75454,[50] Auto Istituto Mobile - Vigili U.,50,
