11.549670,44.781340,Sicve INIZIO, A13 Dir Nord,5
11.567850,44.852130,Sicve INIZIO, A13 Dir Nord,6
11.570250,44.900270,Sicve INIZIO, A13 Dir Nord,7
11.733320,45.071040,Sicve INIZIO, A13 Dir Nord,8
11.762230,45.111470,Sicve INIZIO, A13 Dir Nord,9
11.774740,45.220860,Sicve INIZIO, A13 Dir Nord,10
11.788270,45.276110,Sicve INIZIO, A13 Dir Nord,11
11.833430,45.325690,Sicve INIZIO, A13 Dir Nord,12
11.951380,45.375190,Sicve INIZIO, A13 Dir Nord,13
14.131100,40.835770,Sicve INIZIO, A56 Tang Napoli Dir NA,1
14.157790,40.836220,Sicve INIZIO, A56 Tang Napoli Dir NA,2
14.189650,40.833220,Sicve INIZIO, A56 Tang Napoli Dir NA,3
14.235060,40.862250,Sicve INIZIO, A56 Tang Napoli Dir NA,4
14.214950,40.851100,Sicve INIZIO, A56 Tang Napoli Dir Pozzuoli,1
14.209090,40.837430,Sicve INIZIO, A56 Tang Napoli Dir Pozzuoli,2
14.191610,40.834460,Sicve INIZIO, A56 Tang Napoli Dir Pozzuoli,3
12.753010,41.927740,Sicve INIZIO, A24 RM-TE Dir TE Tratto1,1
12.898820,42.012780,Sicve INIZIO, A24 RM-TE Dir TE Tratto1,2
13.193620,42.145790,Sicve INIZIO, A24 RM-TE Dir TE Tratto2,1
13.277530,42.168820,Sicve INIZIO, A24 RM-TE Dir TE Tratto2,2
13.438670,42.375350,Sicve INIZIO, A24 RM-TE Dir RM Tratto1,1
13.064360,42.092160,Sicve INIZIO, A24 RM-TE Dir RM Tratto2,1
12.925830,42.023210,Sicve INIZIO, A24 RM-TE Dir RM Tratto2,2
13.398220,42.063390,Sicve INIZIO, A25 PE-Torano Dir PE,1
13.863990,42.115040,Sicve INIZIO, A25 PE-Torano Dir RM,1
12.389220,41.793090,Sicve INIZIO, Via Del Mare Dir Ostia,1
12.369790,41.787310,Sicve INIZIO, Via Del Mare Dir Rm,1
12.255680,44.143830,Sicve INIZIO, Ecotunnel Dir Forli,1
12.239000,44.149540,Sicve INIZIO, Ecotunnel Dir Rimini,1
14.478740,40.947970,Sicve INIZIO, A30 Dir Sud,1
14.538750,40.859250,Sicve INIZIO, A30 Dir Sud,2
14.577030,40.822290,Sicve INIZIO, A30 Dir Sud,3
14.607900,40.795590,Sicve INIZIO, A30 Dir Sud,4
14.773040,40.772920,Sicve INIZIO, A30 Dir Nord,1
14.691920,40.767500,Sicve INIZIO, A30 Dir Nord,2
14.628390,40.778880,Sicve INIZIO, A30 Dir Nord,3
14.620260,40.783700,Sicve INIZIO, A30 Dir Nord,4
14.608220,40.795540,Sicve INIZIO, A30 Dir Nord,5
14.558030,40.835270,Sicve INIZIO, A30 Dir Nord,6
14.518360,40.917020,Sicve INIZIO, A30 Dir Nord,7
10.415670,43.723240,Sicve INIZIO, TutorPippa,1
10.419050,43.728220,Sicve INIZIO, TutorPippa,2
10.422140,43.720410,Sicve INIZIO, TutorPippa 2,1
